UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3957,M18816,M,302.3,311.4,1500.0,40.2,30,0,0,0,0,0,0
3958,L51137,L,302.2,311.4,1510.0,44.9,33,0,0,0,0,0,0
3959,L51138,L,302.2,311.3,1378.0,55.5,35,0,0,0,0,0,0
3960,M18819,M,302.2,311.4,1538.0,37.4,37,0,0,0,0,0,0
3961,L51140,L,302.2,311.4,1390.0,48.1,40,0,0,0,0,0,0
3962,M18821,M,302.2,311.4,1642.0,32.1,42,0,0,0,0,0,0
3963,L51142,L,302.4,311.5,1785.0,24.8,45,0,0,0,0,0,0
3964,H33377,H,302.3,311.5,1526.0,38.2,47,0,0,0,0,0,0
3965,M18824,M,302.3,311.6,1668.0,33.2,52,0,0,0,0,0,0
3966,L51145,L,302.3,311.5,1507.0,37.5,55,0,0,0,0,0,0
3967,L51146,L,302.3,311.5,1530.0,37.8,57,0,0,0,0,0,0
3968,M18827,M,302.3,311.4,1479.0,45.6,59,0,0,0,0,0,0
3969,M18828,M,302.3,311.4,1418.0,41.3,62,0,0,0,0,0,0
3970,L51149,L,302.3,311.4,1504.0,38.7,65,0,0,0,0,0,0
3971,M18830,M,302.3,311.4,1345.0,47.6,67,0,0,0,0,0,0
3972,H33385,H,302.2,311.4,1625.0,35.4,70,0,0,0,0,0,0
3973,L51152,L,302.3,311.4,1511.0,34.7,75,0,0,0,0,0,0
3974,L51153,L,302.3,311.4,1535.0,41.8,77,0,0,0,0,0,0
3975,L51154,L,302.4,311.5,1505.0,37.9,79,0,0,0,0,0,0
3976,H33389,H,302.4,311.5,1540.0,43.7,81,0,0,0,0,0,0
3977,H33390,H,302.3,311.4,1372.0,46.0,86,0,0,0,0,0,0
3978,M18837,M,302.2,311.3,1510.0,36.6,91,0,0,0,0,0,0
3979,L51158,L,302.2,311.3,1382.0,46.4,94,0,0,0,0,0,0
3980,L51159,L,302.3,311.3,1439.0,41.8,96,0,0,0,0,0,0
3981,M18840,M,302.2,311.3,1375.0,47.0,98,0,0,0,0,0,0
3982,M18841,M,302.2,311.3,1931.0,21.9,101,0,0,0,0,0,0
3983,L51162,L,302.2,311.3,1475.0,48.6,104,0,0,0,0,0,0
3984,L51163,L,302.2,311.3,1389.0,46.9,106,0,0,0,0,0,0
3985,L51164,L,302.3,311.3,1652.0,32.8,108,0,0,0,0,0,0
3986,L51165,L,302.3,311.2,1386.0,50.3,110,0,0,0,0,0,0
3987,M18846,M,302.2,311.3,1577.0,29.8,112,0,0,0,0,0,0
3988,M18847,M,302.3,311.3,1444.0,43.1,115,0,0,0,0,0,0
3989,L51168,L,302.2,311.3,1554.0,40.2,118,0,0,0,0,0,0
3990,L51169,L,302.2,311.3,1602.0,32.8,120,0,0,0,0,0,0
3991,H33404,H,302.2,311.2,1692.0,28.2,122,0,0,0,0,0,0
3992,L51171,L,302.3,311.3,1682.0,34.4,127,0,0,0,0,0,0
3993,L51172,L,302.3,311.3,1614.0,34.1,129,0,0,0,0,0,0
3994,L51173,L,302.3,311.3,1324.0,47.8,131,0,0,0,0,0,0
3995,L51174,L,302.3,311.4,1434.0,40.3,133,0,0,0,0,0,0
3996,L51175,L,302.3,311.3,1621.0,31.6,135,0,0,0,0,0,0
3997,M18856,M,302.3,311.3,1625.0,33.1,137,0,0,0,0,0,0
3998,L51177,L,302.2,311.1,1394.0,53.7,140,0,0,0,0,0,0
3999,L51178,L,302.1,311.0,1586.0,35.1,142,0,0,0,0,0,0
4000,L51179,L,302.0,311.0,1420.0,45.9,144,0,0,0,0,0,0
4001,L51180,L,302.1,311.2,1422.0,50.3,146,0,0,0,0,0,0
4002,H33415,H,302.1,311.2,1598.0,37.9,148,0,0,0,0,0,0
4003,L51182,L,302.1,311.2,1454.0,59.2,153,1,0,0,1,0,0
4004,L51183,L,302.1,311.2,1519.0,39.3,155,0,0,0,0,0,0
4005,L51184,L,302.0,311.1,1373.0,55.7,157,0,0,0,0,0,0
4006,M18865,M,302.0,311.1,1406.0,48.8,159,0,0,0,0,0,0
4007,L51186,L,302.1,311.2,1492.0,45.0,162,0,0,0,0,0,0
4008,L51187,L,302.1,311.2,1369.0,50.8,164,0,0,0,0,0,0
4009,M18868,M,302.2,311.2,1471.0,41.9,166,0,0,0,0,0,0
4010,L51189,L,302.2,311.2,1630.0,36.0,169,0,0,0,0,0,0
4011,M18870,M,302.1,311.1,1605.0,37.6,171,0,0,0,0,0,0
4012,L51191,L,302.2,311.1,1447.0,52.1,174,0,0,0,0,0,0
4013,M18872,M,302.2,311.2,1360.0,52.8,176,0,0,0,0,0,0
4014,M18873,M,302.2,311.1,1728.0,34.0,179,0,0,0,0,0,0
4015,L51194,L,302.1,311.0,1740.0,30.8,182,0,0,0,0,0,0
4016,L51195,L,302.1,310.9,1477.0,41.4,184,0,0,0,0,0,0
4017,L51196,L,302.1,310.9,1658.0,30.3,186,0,0,0,0,0,0
4018,L51197,L,302.0,310.8,1902.0,23.4,188,0,0,0,0,0,0
4019,M18878,M,302.0,310.8,1783.0,23.1,190,0,0,0,0,0,0
4020,M18879,M,302.0,310.9,1558.0,45.3,193,0,0,0,0,0,0
4021,L51200,L,302.1,311.0,1351.0,49.5,196,0,0,0,0,0,0
4022,H33435,H,302.1,310.9,1452.0,42.5,198,0,0,0,0,0,0
4023,L51202,L,302.1,310.9,1666.0,30.7,203,0,0,0,0,0,0
4024,L51203,L,302.1,311.0,1364.0,50.0,205,0,0,0,0,0,0
4025,M18884,M,302.1,311.0,1351.0,60.3,207,1,0,0,0,1,0
4026,H33439,H,302.1,311.0,1729.0,26.1,210,0,0,0,0,0,0
4027,M18886,M,302.1,311.0,1574.0,34.1,215,0,0,0,0,0,0
4028,L51207,L,302.0,311.0,1566.0,37.8,218,0,0,0,0,0,0
4029,L51208,L,302.0,310.9,1455.0,43.2,220,0,0,0,0,0,0
4030,H33443,H,302.0,310.9,1679.0,29.0,222,0,0,0,0,0,0
4031,L51210,L,302.0,310.8,2143.0,17.3,227,0,0,0,0,0,0
4032,L51211,L,302.0,310.8,1447.0,42.7,229,0,0,0,0,0,0
4033,L51212,L,302.0,310.8,1383.0,50.3,231,1,0,0,0,1,0
4034,L51213,L,302.1,310.8,1772.0,27.1,233,0,0,0,0,0,0
4035,L51214,L,302.0,310.8,1615.0,29.0,235,1,1,0,0,0,0
4036,L51215,L,302.0,310.8,1454.0,36.6,0,0,0,0,0,0,0
4037,L51216,L,302.0,310.8,1445.0,49.1,2,0,0,0,0,0,0
4038,M18897,M,302.0,310.8,1609.0,35.2,4,0,0,0,0,0,0
4039,L51218,L,302.0,310.9,1546.0,34.4,7,0,0,0,0,0,0
4040,L51219,L,301.9,310.8,1567.0,39.3,9,0,0,0,0,0,0
4041,L51220,L,302.0,310.8,1767.0,27.4,11,0,0,0,0,0,0
4042,L51221,L,302.0,310.9,1539.0,34.2,13,0,0,0,0,0,0
4043,L51222,L,302.0,310.9,1564.0,39.0,15,0,0,0,0,0,0
4044,M18903,M,302.0,310.8,1445.0,46.3,17,0,0,0,0,0,0
4045,M18904,M,301.9,310.9,1419.0,47.7,20,1,0,0,0,0,0
4046,M18905,M,301.8,310.9,1881.0,20.9,23,0,0,0,0,0,0
4047,M18906,M,301.9,310.9,1421.0,46.2,26,0,0,0,0,0,0
4048,L51227,L,301.9,311.0,1455.0,46.0,29,0,0,0,0,0,0
4049,L51228,L,301.9,311.0,2691.0,12.1,31,1,0,0,1,0,0
4050,L51229,L,301.8,310.8,1505.0,41.2,33,0,0,0,0,0,0
4051,L51230,L,301.8,310.8,1456.0,46.6,35,0,0,0,0,0,0
4052,L51231,L,301.8,310.8,1383.0,46.4,37,0,0,0,0,0,0
4053,M18912,M,301.9,310.8,1563.0,39.2,39,0,0,0,0,0,0
4054,M18913,M,301.9,310.9,2305.0,16.1,42,0,0,0,0,0,0
4055,M18914,M,301.9,310.9,1456.0,43.6,45,0,0,0,0,0,0
4056,L51235,L,302.0,311.0,1865.0,22.7,48,0,0,0,0,0,0
4057,L51236,L,301.9,310.9,1597.0,36.9,50,0,0,0,0,0,0
4058,L51237,L,302.0,310.9,1495.0,38.6,52,0,0,0,0,0,0
4059,M18918,M,302.0,310.9,1456.0,47.2,54,0,0,0,0,0,0
4060,L51239,L,301.9,310.8,1465.0,44.3,57,0,0,0,0,0,0
4061,M18920,M,302.0,310.9,1352.0,55.5,59,0,0,0,0,0,0
4062,L51241,L,301.9,310.8,1906.0,21.7,62,0,0,0,0,0,0
4063,L51242,L,302.0,310.9,1446.0,44.0,64,0,0,0,0,0,0
4064,L51243,L,302.0,310.8,1948.0,19.7,66,0,0,0,0,0,0
4065,L51244,L,301.9,310.7,1480.0,47.1,68,0,0,0,0,0,0
4066,M18925,M,301.9,310.7,1511.0,37.6,70,0,0,0,0,0,0
4067,M18926,M,301.9,310.7,1472.0,47.0,73,0,0,0,0,0,0
4068,L51247,L,301.9,310.7,1429.0,51.0,76,0,0,0,0,0,0
4069,L51248,L,301.9,310.7,1405.0,48.8,78,0,0,0,0,0,0
4070,M18929,M,301.9,310.7,1405.0,47.9,80,0,0,0,0,0,0
4071,L51250,L,302.0,310.7,1348.0,58.1,83,0,0,0,0,0,0
4072,L51251,L,301.9,310.6,1331.0,68.6,85,1,0,0,1,0,0
4073,L51252,L,301.9,310.6,1610.0,33.4,87,0,0,0,0,0,0
4074,M18933,M,301.9,310.6,1412.0,46.5,89,0,0,0,0,0,0
4075,L51254,L,302.0,310.7,1453.0,42.7,92,0,0,0,0,0,0
4076,L51255,L,302.0,310.6,1583.0,38.9,94,0,0,0,0,0,0
4077,M18936,M,302.0,310.6,1539.0,37.4,96,0,0,0,0,0,0
4078,L51257,L,302.0,310.5,1635.0,39.8,99,0,0,0,0,0,0
4079,H33492,H,302.1,310.7,1294.0,62.4,101,1,0,1,0,0,0
4080,L51259,L,302.0,310.5,1978.0,22.0,106,0,0,0,0,0,0
4081,L51260,L,302.0,310.4,1357.0,58.0,108,1,0,1,0,0,0
4082,L51261,L,302.0,310.4,1336.0,58.2,110,1,0,1,0,0,0
4083,L51262,L,302.0,310.4,1568.0,39.2,112,0,0,0,0,0,0
4084,M18943,M,302.0,310.4,1567.0,36.4,114,0,0,0,0,0,0
4085,L51264,L,302.0,310.4,1611.0,35.6,117,0,0,0,0,0,0
4086,H33499,H,302.0,310.5,1841.0,23.6,119,0,0,0,0,0,0
4087,L51266,L,302.0,310.5,1567.0,36.1,124,0,0,0,0,0,0
4088,L51267,L,301.9,310.4,1376.0,54.9,126,1,0,1,0,0,0
4089,L51268,L,301.9,310.5,1477.0,42.4,128,0,0,0,0,0,0
4090,M18949,M,301.9,310.5,1590.0,40.3,130,0,0,0,0,0,0
4091,L51270,L,302.0,310.5,2197.0,15.8,133,0,0,0,0,0,0
4092,M18951,M,302.0,310.4,1595.0,32.9,135,0,0,0,0,0,0
4093,H33506,H,302.0,310.5,1812.0,24.4,138,0,0,0,0,0,0
4094,M18953,M,302.0,310.5,1573.0,32.1,143,0,0,0,0,0,0
4095,L51274,L,302.0,310.5,1651.0,30.9,146,0,0,0,0,0,0
4096,H33509,H,302.0,310.5,1459.0,43.2,148,0,0,0,0,0,0
4097,L51276,L,301.9,310.4,1370.0,51.7,153,1,0,1,0,0,0
4098,L51277,L,301.9,310.4,1518.0,34.1,155,0,0,0,0,0,0
4099,L51278,L,302.0,310.3,1648.0,29.6,157,0,0,0,0,0,0
4100,L51279,L,302.0,310.4,1464.0,47.2,159,0,0,0,0,0,0
4101,L51280,L,302.0,310.4,1895.0,23.2,161,0,0,0,0,0,0
4102,L51281,L,301.9,310.4,1884.0,23.4,163,0,0,0,0,0,0
4103,L51282,L,302.0,310.4,1450.0,46.6,165,0,0,0,0,0,0
4104,L51283,L,302.0,310.4,1448.0,43.4,167,0,0,0,0,0,0
4105,L51284,L,302.1,310.5,1389.0,49.6,169,0,0,0,0,0,0
4106,L51285,L,302.0,310.6,1583.0,35.2,171,0,0,0,0,0,0
4107,L51286,L,301.9,310.5,1425.0,51.1,173,0,0,0,0,0,0
4108,L51287,L,302.0,310.5,1809.0,27.1,175,0,0,0,0,0,0
4109,L51288,L,301.9,310.5,1892.0,21.8,177,0,0,0,0,0,0
4110,M18969,M,301.9,310.6,1475.0,47.8,179,0,0,0,0,0,0
4111,L51290,L,302.0,310.6,1361.0,46.7,182,0,0,0,0,0,0
4112,M18971,M,302.0,310.6,1563.0,41.0,184,0,0,0,0,0,0
4113,H33526,H,301.9,310.5,1472.0,39.7,187,0,0,0,0,0,0
4114,L51293,L,302.0,310.6,1325.0,55.3,192,0,0,0,0,0,0
4115,L51294,L,302.0,310.6,1358.0,53.1,194,0,0,0,0,0,0
4116,H33529,H,302.0,310.6,1346.0,54.7,196,0,0,0,0,0,0
4117,M18976,M,302.0,310.5,1381.0,58.4,201,0,0,0,0,0,0
4118,L51297,L,301.9,310.5,1340.0,55.7,204,1,0,0,0,1,0
4119,L51298,L,302.0,310.6,1366.0,47.7,206,0,0,0,0,0,0
4120,L51299,L,302.1,310.7,1325.0,45.1,208,1,0,1,0,0,0
4121,M18980,M,302.1,310.7,1376.0,46.3,210,1,0,1,0,0,0
4122,M18981,M,302.1,310.7,1364.0,47.8,213,1,0,1,0,0,0
4123,L51302,L,302.2,310.6,1462.0,43.6,0,0,0,0,0,0,0
4124,M18983,M,302.1,310.6,1517.0,38.9,2,0,0,0,0,0,0
4125,L51304,L,302.1,310.6,1385.0,53.6,5,0,0,0,0,0,0
4126,L51305,L,302.1,310.6,1439.0,40.0,7,0,0,0,0,0,0
4127,M18986,M,302.0,310.6,1623.0,34.3,9,0,0,0,0,0,0
4128,H33541,H,302.0,310.6,1438.0,43.2,12,0,0,0,0,0,0
4129,L51308,L,301.9,310.4,1708.0,24.8,17,0,0,0,0,0,0
4130,M18989,M,301.8,310.3,1666.0,32.7,19,0,0,0,0,0,0
4131,L51310,L,301.9,310.4,1286.0,62.8,22,1,0,1,0,0,0
4132,L51311,L,301.9,310.3,1485.0,46.3,24,0,0,0,0,0,0
4133,M18992,M,301.8,310.3,1409.0,52.5,26,0,0,0,0,0,0
4134,L51313,L,301.8,310.3,1765.0,27.3,29,0,0,0,0,0,0
4135,L51314,L,301.8,310.3,1688.0,28.8,31,0,0,0,0,0,0
4136,M18995,M,301.7,310.3,1787.0,26.7,33,0,0,0,0,0,0
4137,L51316,L,301.7,310.1,1487.0,48.0,36,0,0,0,0,0,0
4138,L51317,L,301.7,310.1,1384.0,50.5,38,0,0,0,0,0,0
4139,L51318,L,301.7,310.2,1311.0,57.4,40,1,0,1,0,0,0
4140,H33553,H,301.7,310.2,1620.0,30.8,42,0,0,0,0,0,0
4141,L51320,L,301.7,310.2,1331.0,61.2,47,1,0,1,0,0,0
4142,H33555,H,301.7,310.1,1462.0,38.3,49,0,0,0,0,0,0
4143,L51322,L,301.7,310.1,1424.0,50.2,54,0,0,0,0,0,0
4144,L51323,L,301.7,310.1,1500.0,39.6,56,0,0,0,0,0,0
4145,L51324,L,301.8,310.1,1738.0,28.0,58,0,0,0,0,0,0
4146,M19005,M,301.8,310.3,1465.0,46.5,60,0,0,0,0,0,0
4147,L51326,L,301.8,310.3,1482.0,41.4,63,0,0,0,0,0,0
4148,L51327,L,301.9,310.3,1398.0,44.0,65,0,0,0,0,0,0
4149,L51328,L,301.9,310.3,1972.0,21.3,67,0,0,0,0,0,0
4150,L51329,L,301.9,310.4,1603.0,37.6,69,0,0,0,0,0,0
4151,L51330,L,301.9,310.4,1610.0,34.8,71,0,0,0,0,0,0
4152,M19011,M,301.9,310.4,1373.0,48.0,73,1,0,1,0,0,0
4153,M19012,M,302.0,310.5,1425.0,44.7,76,0,0,0,0,0,0
4154,M19013,M,302.0,310.4,1212.0,55.6,79,1,0,1,0,0,0
4155,M19014,M,302.0,310.4,1828.0,26.3,82,0,0,0,0,0,0
4156,L51335,L,302.0,310.5,1370.0,44.4,85,1,0,1,0,0,0
4157,M19016,M,302.0,310.5,1823.0,25.1,87,0,0,0,0,0,0
4158,L51337,L,302.0,310.5,1263.0,60.6,90,1,0,1,0,0,0
4159,L51338,L,301.9,310.4,1889.0,21.5,92,0,0,0,0,0,0
4160,M19019,M,302.0,310.5,1639.0,32.9,94,0,0,0,0,0,0
4161,M19020,M,302.0,310.4,1608.0,33.1,97,0,0,0,0,0,0
4162,H33575,H,301.9,310.3,1653.0,32.4,100,0,0,0,0,0,0
4163,L51342,L,302.0,310.4,1591.0,29.8,105,0,0,0,0,0,0
4164,L51343,L,302.1,310.5,1696.0,30.9,107,0,0,0,0,0,0
4165,L51344,L,302.2,310.6,1346.0,47.5,109,1,0,1,0,0,0
4166,M19025,M,302.2,310.5,1507.0,40.4,111,0,0,0,0,0,0
4167,H33580,H,302.3,310.6,1525.0,48.7,114,0,0,0,0,0,0
4168,M19027,M,302.3,310.7,1559.0,33.9,119,0,0,0,0,0,0
4169,L51348,L,302.2,310.6,1632.0,30.5,122,0,0,0,0,0,0
4170,L51349,L,302.1,310.5,1559.0,36.0,124,0,0,0,0,0,0
4171,M19030,M,302.2,310.6,1355.0,51.5,126,1,0,1,0,0,0
4172,M19031,M,302.2,310.5,1832.0,23.7,129,0,0,0,0,0,0
4173,L51352,L,302.2,310.6,1386.0,50.0,132,0,0,0,0,0,0
4174,M19033,M,302.2,310.6,1346.0,49.2,134,1,0,1,0,0,0
4175,L51354,L,302.3,310.7,1499.0,37.8,137,0,0,0,0,0,0
4176,L51355,L,302.3,310.7,1612.0,33.4,139,0,0,0,0,0,0
4177,M19036,M,302.3,310.7,1544.0,39.7,141,0,0,0,0,0,0
4178,L51357,L,302.5,310.9,1477.0,39.2,144,0,0,0,0,0,0
4179,L51358,L,302.5,310.9,1624.0,34.4,146,0,0,0,0,0,0
4180,L51359,L,302.4,310.9,1349.0,46.1,148,1,0,1,0,0,0
4181,L51360,L,302.4,310.8,1686.0,28.8,150,0,0,0,0,0,0
4182,M19041,M,302.4,310.7,1521.0,40.4,152,0,0,0,0,0,0
4183,L51362,L,302.4,310.7,1362.0,54.8,155,1,0,1,0,0,0
4184,L51363,L,302.3,310.7,1402.0,50.9,157,0,0,0,0,0,0
4185,L51364,L,302.2,310.6,1334.0,53.2,159,1,0,1,0,0,0
4186,L51365,L,302.2,310.6,1348.0,48.4,161,1,0,1,0,0,0
4187,M19046,M,302.2,310.6,1570.0,34.6,163,0,0,0,0,0,0
4188,M19047,M,302.2,310.7,1601.0,33.0,166,0,0,0,0,0,0
4189,M19048,M,302.3,310.8,1611.0,31.8,169,0,0,0,0,0,0
4190,L51369,L,302.4,310.9,1560.0,31.8,172,0,0,0,0,0,0
4191,H33604,H,302.4,310.9,1444.0,40.7,174,0,0,0,0,0,0
4192,L51371,L,302.4,311.0,1317.0,59.4,179,0,0,0,0,0,0
4193,M19052,M,302.5,311.0,1463.0,43.1,181,0,0,0,0,0,0
4194,L51373,L,302.4,311.1,1634.0,34.2,184,0,0,0,0,0,0
4195,L51374,L,302.4,311.0,1423.0,46.2,186,0,0,0,0,0,0
4196,L51375,L,302.5,311.0,1548.0,38.4,188,0,0,0,0,0,0
4197,M19056,M,302.5,311.0,1563.0,35.6,190,0,0,0,0,0,0
4198,L51377,L,302.4,311.0,1573.0,36.5,193,0,0,0,0,0,0
4199,M19058,M,302.4,311.1,1432.0,44.5,195,0,0,0,0,0,0
4200,M19059,M,302.5,311.1,1638.0,32.0,198,0,0,0,0,0,0
4201,L51380,L,302.5,311.1,1571.0,34.2,201,0,0,0,0,0,0
4202,L51381,L,302.4,311.0,2211.0,15.4,203,0,0,0,0,0,0
4203,L51382,L,302.4,311.0,1555.0,40.6,205,0,0,0,0,0,0
4204,M19063,M,302.3,310.9,1558.0,31.9,207,0,0,0,0,0,0
4205,M19064,M,302.3,310.9,1523.0,43.2,210,0,0,0,0,0,0
4206,L51385,L,302.3,310.8,1723.0,26.3,213,0,0,0,0,0,0
4207,M19066,M,302.3,310.8,1721.0,28.4,215,0,0,0,0,0,0
4208,M19067,M,302.3,310.9,1710.0,30.4,218,1,1,0,0,0,0
4209,M19068,M,302.3,310.9,1627.0,32.3,0,0,0,0,0,0,0
4210,M19069,M,302.2,310.8,1422.0,47.0,3,0,0,0,0,0,0
4211,L51390,L,302.1,310.8,1565.0,35.3,6,0,0,0,0,0,0
4212,L51391,L,302.1,310.7,1314.0,52.8,8,1,0,1,0,0,0
4213,M19072,M,302.0,310.6,1392.0,60.5,10,0,0,0,0,0,0
4214,L51393,L,302.1,310.7,1465.0,40.7,13,0,0,0,0,0,0
4215,L51394,L,301.9,310.6,1573.0,36.6,15,0,0,0,0,0,0
4216,M19075,M,302.0,310.7,2157.0,17.8,17,0,0,0,0,0,0
4217,L51396,L,301.9,310.7,1370.0,50.3,20,0,0,0,0,0,0
4218,L51397,L,301.9,310.6,1462.0,38.8,22,0,0,0,0,0,0
4219,M19078,M,302.0,310.6,1479.0,40.5,24,0,0,0,0,0,0
4220,L51399,L,301.9,310.7,1717.0,26.8,27,0,0,0,0,0,0
4221,M19080,M,301.9,310.6,1260.0,65.9,29,0,0,0,0,0,0
4222,L51401,L,301.9,310.6,1467.0,39.3,32,0,0,0,0,0,0
4223,M19082,M,302.0,310.6,1535.0,38.6,34,0,0,0,0,0,0
4224,L51403,L,302.0,310.7,1657.0,31.9,37,0,0,0,0,0,0
4225,L51404,L,302.0,310.7,1698.0,28.1,39,0,0,0,0,0,0
4226,L51405,L,302.1,310.7,1359.0,49.3,41,1,0,1,0,0,0
4227,L51406,L,302.1,310.8,1596.0,37.1,43,0,0,0,0,0,0
4228,L51407,L,302.2,310.8,1383.0,46.9,45,0,0,0,0,0,0
4229,L51408,L,302.2,310.8,2203.0,16.6,47,0,0,0,0,0,0
4230,M19089,M,302.2,310.8,1408.0,46.8,49,0,0,0,0,0,0
4231,L51410,L,302.2,310.8,1673.0,32.9,52,0,0,0,0,0,0
4232,L51411,L,302.2,310.8,1340.0,47.8,54,0,0,0,0,0,0
4233,L51412,L,302.2,310.9,1452.0,42.3,56,0,0,0,0,0,0
4234,M19093,M,302.2,310.9,1302.0,53.4,58,0,0,0,0,0,0
4235,H33648,H,302.2,310.9,1522.0,35.9,61,0,0,0,0,0,0
4236,L51415,L,302.2,310.8,1438.0,41.4,66,0,0,0,0,0,0
4237,L51416,L,302.2,310.9,1604.0,40.5,68,0,0,0,0,0,0
4238,L51417,L,302.2,311.0,1832.0,23.2,70,0,0,0,0,0,0
4239,M19098,M,302.3,311.0,1521.0,34.8,72,0,0,0,0,0,0
4240,L51419,L,302.3,311.0,1446.0,37.6,75,0,0,0,0,0,0
4241,L51420,L,302.4,311.1,1905.0,20.9,77,0,0,0,0,0,0
4242,L51421,L,302.4,311.0,1475.0,47.9,79,0,0,0,0,0,0
4243,L51422,L,302.4,311.0,1462.0,48.5,81,0,0,0,0,0,0
4244,M19103,M,302.4,310.9,1435.0,42.3,83,0,0,0,0,0,0
4245,L51424,L,302.4,310.9,1469.0,39.6,86,0,0,0,0,0,0
4246,M19105,M,302.6,311.1,1520.0,43.0,88,0,0,0,0,0,0
4247,L51426,L,302.6,311.0,1537.0,35.5,91,0,0,0,0,0,0
4248,L51427,L,302.6,311.0,1369.0,60.0,93,1,0,1,0,0,0
4249,L51428,L,302.6,311.0,1506.0,37.2,95,0,0,0,0,0,0
4250,L51429,L,302.5,310.9,1330.0,56.9,97,1,0,1,0,0,0
4251,L51430,L,302.6,311.0,1660.0,38.0,99,0,0,0,0,0,0
4252,H33665,H,302.5,310.9,1356.0,55.5,101,1,0,1,0,0,0
4253,H33666,H,302.6,311.0,1438.0,51.0,106,0,0,0,0,0,0
4254,M19113,M,302.6,311.0,1329.0,48.6,111,1,0,1,0,0,0
4255,L51434,L,302.6,311.0,1284.0,68.0,114,1,0,1,1,0,0
4256,M19115,M,302.5,311.0,1387.0,52.1,116,0,0,0,0,0,0
4257,M19116,M,302.6,311.0,1591.0,33.9,119,0,0,0,0,0,0
4258,M19117,M,302.6,311.0,1589.0,39.0,122,0,0,0,0,0,0
4259,M19118,M,302.7,311.1,1297.0,60.7,125,1,0,1,0,0,0
4260,L51439,L,302.7,311.2,1545.0,35.1,128,0,0,0,0,0,0
4261,H33674,H,302.7,311.1,1418.0,43.4,130,0,0,0,0,0,0
4262,L51441,L,302.7,311.1,1730.0,28.1,135,0,0,0,0,0,0
4263,L51442,L,302.6,311.0,2001.0,20.7,137,0,0,0,0,0,0
4264,L51443,L,302.6,311.0,1620.0,36.2,139,0,0,0,0,0,0
4265,M19124,M,302.6,311.0,1542.0,39.7,141,0,0,0,0,0,0
4266,L51445,L,302.6,311.0,1424.0,38.0,144,0,0,0,0,0,0
4267,L51446,L,302.7,311.1,1440.0,39.5,146,0,0,0,0,0,0
4268,L51447,L,302.6,311.0,1520.0,42.8,148,0,0,0,0,0,0
4269,L51448,L,302.7,311.0,1694.0,29.8,150,0,0,0,0,0,0
4270,L51449,L,302.6,311.0,1610.0,39.2,152,0,0,0,0,0,0
4271,L51450,L,302.6,310.9,1331.0,52.0,154,1,0,1,0,0,0
4272,L51451,L,302.6,310.8,1470.0,41.2,156,0,0,0,0,0,0
4273,L51452,L,302.5,310.8,1577.0,36.9,158,0,0,0,0,0,0
4274,L51453,L,302.6,310.8,1486.0,36.4,160,0,0,0,0,0,0
4275,L51454,L,302.4,310.6,1445.0,40.3,162,0,0,0,0,0,0
4276,M19135,M,302.4,310.5,1500.0,36.7,164,0,0,0,0,0,0
4277,M19136,M,302.2,310.4,1456.0,47.5,167,0,0,0,0,0,0
4278,L51457,L,302.2,310.4,1743.0,28.1,170,0,0,0,0,0,0
4279,L51458,L,302.0,310.1,1409.0,50.4,172,0,0,0,0,0,0
4280,L51459,L,302.0,310.1,1361.0,45.4,174,1,0,1,0,0,0
4281,L51460,L,302.1,310.1,1753.0,28.9,176,0,0,0,0,0,0
4282,L51461,L,302.0,310.0,1832.0,22.9,178,0,0,0,0,0,0
4283,L51462,L,301.9,309.9,1374.0,48.5,180,1,0,1,0,0,0
4284,M19143,M,301.8,309.9,1334.0,61.0,182,1,0,1,0,0,0
4285,L51464,L,301.8,310.0,1493.0,40.3,185,0,0,0,0,0,0
4286,L51465,L,301.7,309.9,1317.0,49.0,187,1,0,1,0,0,0
4287,M19146,M,301.7,309.9,1434.0,47.9,189,0,0,0,0,0,0
4288,M19147,M,301.7,309.9,1457.0,39.2,192,0,0,0,0,0,0
4289,M19148,M,301.7,310.0,1391.0,50.6,195,0,0,0,0,0,0
4290,M19149,M,301.8,310.0,1781.0,23.9,198,0,0,0,0,0,0
4291,L51470,L,301.8,310.0,1642.0,32.6,201,0,0,0,0,0,0
4292,L51471,L,301.8,310.0,2032.0,19.0,203,0,0,0,0,0,0
4293,M19152,M,301.8,310.1,2372.0,13.9,205,1,0,0,1,0,0
4294,L51473,L,301.8,310.0,1393.0,44.9,208,0,0,0,0,0,0
4295,M19154,M,301.7,310.1,1743.0,27.3,210,0,0,0,0,0,0
4296,L51475,L,301.8,310.2,1457.0,40.4,213,0,0,0,0,0,0
4297,L51476,L,301.8,310.2,2825.0,5.8,215,1,0,0,1,0,0
4298,M19157,M,301.8,310.2,1609.0,34.2,217,0,0,0,0,0,0
4299,M19158,M,301.8,310.2,1437.0,42.3,0,0,0,0,0,0,0
4300,L51479,L,301.7,310.1,1402.0,50.1,3,0,0,0,0,0,0
4301,M19160,M,301.7,310.1,1644.0,34.6,5,0,0,0,0,0,0
4302,L51481,L,301.7,310.2,1471.0,51.1,8,0,0,0,0,0,0
4303,L51482,L,301.7,310.1,2695.0,12.6,10,0,0,0,0,0,0
