UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3143,M11238,M,301.9130989235745,313.6766182563922,1609.5974324940169,37.86672128313933,228,1,1,0,0,0,0
3144,M25064,M,297.9779257399085,306.41649348026016,1562.8426184272669,37.67211807723037,18,0,0,0,0,0,0
3145,L41115,L,302.1754535026777,311.8709620486024,1360.1078573995412,36.42284962861622,151,0,0,0,0,0,0
3146,L41952,L,300.66859992750204,310.72337769448944,1473.9198970352054,48.01896309751518,73,0,0,0,0,0,0
3147,H15620,H,301.03544152805415,312.9594793718929,1292.099320893708,48.810825786274634,59,0,0,0,0,0,0
3148,M54258,M,299.4865323930399,310.3991915305916,1590.045558101083,44.06673191149021,142,0,0,0,0,0,0
3149,M14470,M,298.7403503915072,308.27659269670767,1704.7308950921436,43.589351074693596,228,0,1,0,0,0,0
3150,L32003,L,302.92398566173665,311.9790293909569,1281.955887999945,34.37791577951673,145,0,0,0,0,0,0
3151,M37571,M,299.50652543889305,310.5087180926963,1357.2901309062952,43.30527959012313,57,0,0,0,0,0,0
3152,L34668,L,299.1781298468523,308.64477088963196,1516.7320083569853,27.14830355828481,48,0,0,0,0,0,0
3153,M87259,M,299.8397258642404,310.0564659521054,1498.1541189710547,64.78542012033887,75,1,0,0,1,0,0
3154,L42046,L,300.3860442654359,309.0162677761768,1458.915482819488,53.50266395664749,28,0,0,0,0,0,0
3155,L80977,L,297.93834974656113,308.5076076017853,1326.2379982748866,49.565367094814,112,0,0,0,0,0,0
3156,M87255,M,298.8702570115862,309.3589521573337,1532.3446829975128,44.083373789066506,101,0,0,0,0,0,0
3157,H15397,H,298.7639358521879,307.5223157905297,1588.7513851946978,44.0918201682878,143,0,0,0,0,0,0
3158,L93481,L,301.6905606092137,312.72218372208533,1784.698544875423,23.09878792385369,212,1,1,0,0,0,0
3159,H32233,H,298.22807486400023,308.782820672243,1630.728792213682,27.413884669027595,99,0,0,0,0,0,0
3160,L93336,L,296.4884642844839,307.22848853726396,1370.1284008058763,28.66030258239216,144,0,0,0,0,0,0
3161,L70308,L,296.0658108741877,305.68713218143756,1498.8108588838231,40.58350712699334,182,0,0,0,0,0,0
3162,L79726,L,297.0592397306486,307.238196141935,1559.2077721448716,37.184791418624386,122,0,0,0,0,0,0
3163,L73219,L,302.72307640569625,312.78645527456155,1431.1738552476704,48.11328352527211,92,0,0,0,0,0,0
3164,M11130,M,300.03241319896813,309.8842427942139,1578.0012001542889,30.34452313520133,35,0,0,0,0,0,0
3165,L24071,L,301.0024981736144,311.17300145178024,1570.3377789936935,50.26613389680285,200,1,1,0,0,0,0
3166,L95517,L,301.0729754542427,312.32941842803905,1623.7359715735834,31.796197159033554,216,1,1,0,0,0,0
3167,H12118,H,300.11236783678464,311.18731847548855,1580.224275326752,35.820363630254015,104,0,0,0,0,0,0
3168,L10663,L,299.8504374066974,308.6685767292285,1528.514365010776,48.95444756458684,23,0,0,0,0,0,0
3169,M72408,M,302.0890528596363,313.0744546765432,1436.2068252991114,45.046545869049275,67,0,0,0,0,0,0
3170,L61786,L,300.29199182862527,311.48313520137333,1370.6921405506841,27.485440112391355,59,0,0,0,0,0,0
3171,M91271,M,302.79819495852684,312.64701728517446,1521.9016138153952,50.64060623127044,29,0,0,0,0,0,0
3172,L29158,L,301.24165989057974,311.7501069943775,1459.616590828965,40.889862993201014,117,0,0,0,0,0,0
3173,L41087,L,298.76440745303796,309.25840912034096,1469.2802762326858,18.57793425803883,204,1,1,0,1,0,0
3174,L98114,L,299.00573195226013,308.15576533558584,1612.1790490719368,31.573180918198528,141,0,0,0,0,0,0
3175,L63121,L,298.5450703870914,308.1631140995631,1636.892401380586,35.90373477246607,189,0,0,0,0,0,0
3176,L29874,L,302.4350960439014,313.185906282753,1376.4633383746695,28.306615726920242,214,0,1,0,0,0,0
3177,M93443,M,299.1898980941089,308.6940758572775,1478.9569394084813,53.42712643385247,74,0,0,0,0,0,0
3178,H50821,H,298.4030544064007,309.378553965663,1456.6794829703433,36.25241151060794,209,1,1,0,0,0,0
3179,H70582,H,300.63955608225365,311.94452852310343,1531.4908642002672,44.60182981145111,233,0,1,0,0,0,0
3180,M32787,M,299.805665787255,310.94933762923546,1273.372231102384,42.06587663192473,35,0,0,0,0,0,0
3181,L74703,L,300.5891370251503,312.56894162831975,1353.916201495722,47.05745380169759,115,0,0,0,0,0,0
3182,L31705,L,303.7796278077877,313.68889552549655,1488.2505066961594,56.73050641565003,195,1,0,0,0,1,0
3183,L79381,L,301.82614161185774,312.0033426858268,1578.6115204305315,46.75700550405328,138,0,0,0,0,0,0
3184,L54653,L,300.0540211086038,310.37468415636647,1507.5290737453574,57.42614176185563,206,1,1,0,1,1,0
3185,M92018,M,297.183153231588,307.12275530659724,1567.15070730577,47.02251919230705,28,0,0,0,0,0,0
3186,M96217,M,299.00007500558274,309.5422539796844,1519.7308377686986,41.31531943937808,175,0,0,0,0,0,0
3187,L42252,L,301.4220922050906,309.71088817607864,1627.6289573744116,43.21456104173861,56,0,0,0,0,0,0
3188,L83332,L,297.65791792067637,307.8628233093689,1648.588754883218,13.746314623256296,112,1,0,0,1,0,0
3189,H82799,H,304.2819405926607,312.9045039427778,1423.9537112834507,35.448445395518384,184,0,0,0,0,0,0
3190,M72185,M,300.0288331252711,309.0662098476635,1588.3645339787552,38.5641744466969,139,0,0,0,0,0,0
3191,L88313,L,300.09769678641896,310.83058659744887,1550.8119548467055,44.38054302222376,208,0,1,0,0,0,0
3192,H51538,H,298.666709614084,308.46759337563503,1750.4668145083472,39.74490380645251,139,0,0,0,0,0,0
3193,H30343,H,300.99347551355146,311.69108998826727,1420.2164980985883,43.3387598102802,239,1,1,0,0,0,0
3194,L90398,L,297.6839963869555,307.4632197833544,1488.3264468968182,26.768100551146183,58,0,0,0,0,0,0
3195,L51232,L,304.32978517820294,315.4361914945941,1396.7726366684133,24.18657127756789,186,0,0,0,0,0,0
3196,M63106,M,302.63470260930404,312.39562190368275,1402.7063767897998,28.168678236977495,121,0,0,0,0,0,0
3197,H91227,H,301.96859289039406,310.01367440083095,1538.55640216451,55.711944408497445,169,0,0,0,0,0,0
3198,H63079,H,297.2191419884204,307.4445345704317,1520.5543420539111,27.32101141970969,77,0,0,0,0,0,0
3199,L35028,L,300.4108265409155,308.2419666952129,1554.1451093908179,32.11394995601544,79,0,0,0,0,0,0
3200,L52135,L,302.418172796028,310.9654518934956,1551.9753727449065,41.05153478286825,159,0,0,0,0,0,0
3201,M41066,M,301.1862107987155,310.3032642697169,1476.4361247175589,24.083770565073173,53,0,0,0,0,0,0
3202,M93470,M,297.99578179073245,306.9880723129623,1475.7460931301837,31.27655172626828,49,0,0,0,0,0,0
3203,L30910,L,298.6998124893827,308.1547616849664,1402.9201267528085,46.76781796367429,113,0,0,0,0,0,0
3204,H17141,H,299.096127723988,308.0540599004569,1429.8845695715406,35.61957599843023,88,0,0,0,0,0,0
3205,M55950,M,298.7931243310228,307.38717166743714,1494.319822344206,56.83486232734603,241,1,0,0,0,1,0
3206,H65723,H,303.0575576714206,314.5993934162614,1519.702964184208,23.01443931409651,186,0,0,0,0,0,0
3207,H26225,H,296.15797372235346,305.4798291759616,1571.0787891588589,36.54396810085637,155,0,0,0,0,0,0
3208,M97123,M,301.31183827931767,309.0810706261703,1560.8860659792174,35.62221895515228,209,1,1,0,0,0,0
3209,L42959,L,297.4153932501431,307.0544748771338,1655.7076765565732,39.91065845642934,187,0,0,0,0,0,0
3210,M59192,M,298.07749702509784,306.95276596707026,1402.731190750243,27.732364025545483,58,0,0,0,0,0,0
3211,L89711,L,295.98053326626257,305.09556563896973,1476.741458935593,34.195221218231964,32,0,0,0,0,0,0
3212,M20051,M,298.90189113768224,309.6122336190347,1411.469544380223,47.89123430654066,70,0,0,0,0,0,0
3213,L81428,L,303.0214633030784,312.5733056842932,1627.7287069362071,37.30598689120401,218,1,1,0,0,0,0
3214,M13449,M,300.52964848492957,309.37705188371166,1449.7526111803577,29.30272094793228,192,0,0,0,0,0,0
3215,L51095,L,297.6032769060018,308.049530415959,1615.5027452444635,60.80050259899399,116,1,0,0,1,0,0
3216,L87929,L,302.03429534875863,313.1842361793677,1645.2786133726058,40.49099810667044,212,1,1,0,0,0,0
3217,L39190,L,302.4626085271374,312.9994806897772,1541.343696346078,46.13343956618521,61,0,0,0,0,0,0
3218,L36141,L,300.2080929620782,307.75453739042774,1529.305882772503,47.641443125351486,166,0,0,0,0,0,0
3219,M33908,M,304.06949831630516,312.95450881390815,1503.864514548458,39.29242177215591,36,0,0,0,0,0,0
3220,M42322,M,301.64312824924923,311.6905767798854,1468.2893963833578,32.102563621193156,3,0,0,0,0,0,0
3221,M60710,M,301.3653050145852,311.1210056093212,1456.2615236171935,41.99197675907448,43,0,0,0,0,0,0
3222,L24012,L,298.3932425856674,308.0659674317282,1485.2583276285693,32.998883698483056,224,0,1,0,0,0,0
3223,L44889,L,301.2547969712427,310.27204027840185,1682.43783904791,43.71568796614694,105,0,0,0,0,0,0
3224,L27412,L,300.433582555209,309.02799847213157,1395.814478503382,38.35759660007304,173,0,0,0,0,0,0
3225,L34657,L,301.03965800534206,313.0474397231551,1520.460922377599,50.29415009673684,36,0,0,0,0,0,0
3226,H15656,H,298.63082876171734,308.65793971485624,1571.13059641874,28.584995409900994,159,0,0,0,0,0,0
3227,L18967,L,300.256197768718,310.8983195575854,1471.5624158657645,47.18516923109895,150,0,0,0,0,0,0
3228,L94958,L,298.36627699957006,308.37252817315385,1541.6082371241578,46.13780268430649,201,0,1,0,0,0,0
3229,L25764,L,295.70573580006794,305.7520844987059,1349.539818731656,37.60976710201774,83,0,0,0,0,0,0
3230,L25873,L,301.9966091371568,311.9345057373475,1632.504314631518,47.3019554406996,24,0,0,0,0,0,0
3231,M61030,M,296.995222036621,305.87477617754655,1613.114871144109,44.18892868422754,43,0,0,0,0,0,0
3232,M77807,M,300.21437292956483,308.6998834715306,1490.157410062635,46.671517793690484,230,0,1,0,0,0,0
3233,L11607,L,300.66600425889806,311.05222963264305,1412.016413469493,46.035161101307025,222,1,1,0,0,0,0
3234,L29523,L,300.6531260317261,310.84096843899727,1579.2898147586907,40.50120372343166,209,1,1,0,0,0,0
3235,L58447,L,299.4338418528035,310.3721227512632,1385.1880533697938,34.037957025962676,179,0,0,0,0,0,0
3236,L59757,L,300.54242295055997,311.277783777202,1399.5375934090398,33.92244790100304,203,0,1,0,0,0,0
3237,L79201,L,300.9419341395703,310.13342194682065,1494.6390508931318,37.85353579552368,210,0,1,0,0,0,0
3238,H91844,H,301.469929631504,312.60252094042585,1651.8041566988015,48.43143352312498,26,0,0,0,0,0,0
3239,M81388,M,303.4668826787685,314.23190987392303,1564.0581855935318,46.322488819271015,42,0,0,0,0,0,0
3240,M15462,M,300.4683883029964,311.15922987285376,1435.3004830010714,50.059814772731706,132,0,0,0,0,0,0
3241,L41795,L,300.1280976900354,312.37742448201425,1331.7902058484497,51.06278220434033,43,0,0,0,0,0,0
3242,L79806,L,298.18654206929983,310.230500831808,1504.1520413631813,37.83006651751279,159,0,0,0,0,0,0
3243,M58465,M,300.8718926477987,311.56180641435355,1525.1421785901598,59.62421676771704,174,1,0,0,1,0,0
3244,M71109,M,301.33476620628113,311.89996341211867,1492.7219918411197,38.96019951223298,233,1,1,0,0,0,0
3245,M60528,M,299.61539363143675,310.69704881320644,1680.6391680231677,35.0610353825509,233,0,1,0,0,0,0
3246,L46230,L,301.0892250083681,310.50527123869773,1486.8073110391554,43.33332980193997,238,0,1,0,0,0,0
3247,M58242,M,299.4149676129013,308.84513835531027,1271.787962582423,44.83711970960847,85,0,0,0,0,0,0
3248,L75883,L,301.34198530417785,312.01540671126975,1459.2860441823611,32.58439960595006,11,0,0,0,0,0,0
3249,H11783,H,301.8252046280595,310.96872853893194,1545.464457854743,38.41347997631887,88,0,0,0,0,0,0
3250,M38390,M,301.797255733461,312.39002521898425,1538.6897308751973,35.530285785798405,193,0,0,0,0,0,0
3251,M18417,M,300.2356886522826,310.39252081881875,1482.332171376497,41.415429076941095,154,0,0,0,0,0,0
3252,L82102,L,297.9200636967659,307.06387359217376,1465.778181392718,47.95859013672978,135,0,0,0,0,0,0
3253,M27426,M,298.77617389471635,308.8020404050047,1300.0377115201766,37.34090723382965,125,0,0,0,0,0,0
3254,L40750,L,301.19031464776947,312.4953962399079,1508.5770756221534,45.72714988532271,46,0,0,0,0,0,0
3255,L68188,L,304.89762461148047,314.9799950621343,1466.1377223921038,26.111524165695755,126,0,0,0,0,0,0
3256,L20872,L,299.3185584569358,309.4051061045538,1524.924988204346,48.897858247748324,147,0,0,0,0,0,0
3257,M58086,M,300.9116753567763,311.2406606356809,1549.1289274020291,35.465696430751336,146,0,0,0,0,0,0
3258,L76770,L,298.8878948850412,309.3470834079328,1624.106837204464,35.28738520678411,104,0,0,0,0,0,0
3259,L93514,L,298.0520659115018,307.7212254454206,1404.4434898686131,44.00339893353245,105,0,0,0,0,0,0
3260,H98177,H,298.64736827284526,308.9976293208123,1370.6017845484284,44.529014315625304,44,0,0,0,0,0,0
3261,L44720,L,295.8350560465947,304.7859856870039,1442.60332688756,38.87692020054145,145,0,0,0,0,0,0
3262,M28079,M,302.7068701258155,311.9077990689816,1426.4406754943693,31.11201294004267,106,0,0,0,0,0,0
3263,L27338,L,295.53973949417076,304.86859038609515,1417.4590425283723,35.20431072682507,80,0,0,0,0,0,0
3264,L13291,L,299.47234353919873,309.9421062288328,1644.4906440868253,40.95242417208068,129,0,0,0,0,0,0
3265,M84084,M,297.6437442092999,307.80397703685617,1514.8415871538296,44.898411432545196,106,0,0,0,0,0,0
3266,L59393,L,298.2312395692756,308.09687999203163,1697.239346262808,31.770509156462566,199,0,0,0,0,0,0
3267,L79770,L,302.75304531947734,313.44381530906264,1499.6929576975238,33.59857919154819,226,1,1,0,0,0,0
3268,M36720,M,300.4021339800628,310.7809960628051,1382.8123550934038,42.62943635558624,242,0,0,0,0,0,0
3269,M23368,M,298.0692076816366,307.77923090165376,1419.182541580223,39.16772073538849,143,0,0,0,0,0,0
3270,M64313,M,298.82096573500695,307.7857348921871,1602.4455347043959,41.46498283099991,198,0,0,0,0,0,0
3271,L57969,L,298.4690375591158,307.64932875788907,1386.6148263039477,13.855589238160903,225,1,1,0,1,0,0
3272,L58838,L,299.9129086558422,308.44609919044933,1555.787664426388,37.05087732330755,51,0,0,0,0,0,0
3273,M18734,M,300.3457833695754,310.4863529197262,1464.3247470847339,48.532694724924376,159,0,0,0,0,0,0
3274,M22197,M,303.7911495464571,312.92901076400346,1407.017442733524,33.841250295800386,188,0,0,0,0,0,0
3275,H78895,H,296.1673984680046,305.67207548602073,1638.6519732148224,44.865255776910026,139,0,0,0,0,0,0
3276,H66831,H,299.9303753704841,309.80278468985523,1441.143396367998,27.91255355554873,229,0,1,0,0,0,0
3277,H68073,H,299.36886461493094,310.4128598062616,1417.2428975399632,24.372149307955446,9,0,0,0,0,0,0
3278,L82925,L,301.89309705543354,312.82188765375037,1492.1106920447178,44.1781757927797,169,0,0,0,0,0,0
3279,L90488,L,300.7096362363568,310.6549277651028,1449.1762307158135,39.45535047873714,5,0,0,0,0,0,0
3280,M94475,M,301.1807244162299,312.4462279056302,1721.4985900599868,36.641130491056686,9,0,0,0,0,0,0
3281,L60302,L,300.6901723720302,308.6778238627093,1606.035729337558,48.46466416826078,209,1,1,0,0,0,0
3282,L25624,L,298.13601774943294,310.01323829919943,1440.9307577544837,36.88159249073235,38,0,0,0,0,0,0
3283,H77271,H,302.422530992986,313.1150307072906,1452.4662888741568,33.67380751447421,117,0,0,0,0,0,0
3284,H34315,H,301.59700980923134,311.6998130942513,1298.055172493226,32.59179993598321,79,0,0,0,0,0,0
3285,L27422,L,301.8310595834495,310.9396999026974,1513.7403651091445,30.476548192275754,188,0,0,0,0,0,0
3286,L49137,L,302.52810034101435,312.0900329748839,1425.2940657061192,44.66647706575337,51,0,0,0,0,0,0
3287,L82663,L,300.8353502013039,311.44470109688194,1508.8011382159934,36.87901938219334,70,0,0,0,0,0,0
3288,H58232,H,302.961984808235,313.5940641917664,1303.372590509577,51.425209425434204,161,0,0,0,0,0,0
3289,H88142,H,300.75527914357326,311.423672514164,1497.3243664011059,10.47668330828575,187,1,0,0,1,0,0
3290,L42743,L,299.5618828239508,308.83338608958434,1669.8671306233493,49.22840271527491,120,0,0,0,0,0,0
3291,L25636,L,299.9867921790333,309.0569444660181,1505.4141161232326,43.596296154333935,90,0,0,0,0,0,0
3292,H20108,H,299.95231246372776,310.1475177080803,1422.5317812949459,39.091758824246384,199,0,0,0,0,0,0
3293,L83634,L,298.9612173558189,309.7310713135904,1497.9533275090175,27.08586733721438,225,1,1,0,0,0,0
3294,M46180,M,303.2637776967404,313.2669625462453,1493.5751263813913,23.401226794930384,32,0,0,0,0,0,0
3295,H28883,H,300.59259073100736,312.0740749778925,1719.1833140756291,47.510906237346866,152,0,0,0,0,0,0
3296,L54400,L,300.1894769516658,310.2226144138559,1466.7158070779315,42.421466071705105,223,1,1,0,0,0,0
3297,M55999,M,300.7765485098529,310.7758398660199,1379.6706696777144,42.23218732068437,69,0,0,0,0,0,0
3298,L57951,L,305.95970903347427,316.6302690246669,1502.145817422744,38.97529159054843,62,0,0,0,0,0,0
3299,L17160,L,297.7365516228007,308.9557817603927,1519.55332378393,48.498076329361396,45,0,0,0,0,0,0
3300,H65262,H,298.30992297656746,306.96066771676294,1556.2295966354156,34.14128156365551,60,0,0,0,0,0,0
3301,L29929,L,297.23885796510604,306.1208462570704,1575.5761850231386,36.63594853406807,80,0,0,0,0,0,0
3302,H93133,H,299.53480152312903,309.221540085385,1695.5526085509796,38.23404407741648,192,0,0,0,0,0,0
3303,M21123,M,300.49103688665474,313.6499786712434,1440.4336298327462,37.86340113936587,171,0,0,0,0,0,0
3304,L38357,L,299.06935496331783,308.8078864007769,1431.3450255821815,53.3657249126579,79,0,0,0,0,0,0
3305,L80496,L,298.92054640369645,308.7987634606859,1314.5863522845352,27.45562061392736,41,0,0,0,0,0,0
3306,L43556,L,300.2848097332563,310.9031616630642,1566.1653766715724,20.45429481897145,51,1,0,0,1,0,0
3307,L93791,L,298.9957843503406,309.9727132531541,1411.2685634560855,25.459737632637548,139,0,0,0,0,0,0
3308,L71934,L,300.62035165436566,310.7901367708204,1589.1764279914619,46.83650951191432,18,0,0,0,0,0,0
3309,L88886,L,302.2284686934852,313.39281618852544,1450.8365086414155,38.99225376480882,16,0,0,0,0,0,0
3310,L40881,L,301.3540609396016,310.1600897565757,1672.5957971760367,24.012794628694188,94,0,0,0,0,0,0
3311,M28409,M,301.7620266943304,310.99593826958767,1356.6493111019931,40.99665030349419,183,0,0,0,0,0,0
3312,M65416,M,302.17183682301345,313.3343237735931,1602.2925503352694,36.760146235337615,228,1,1,0,0,0,0
3313,M77982,M,300.5656563202374,310.57659943502085,1590.3842562812786,45.59494596187453,229,0,1,0,0,0,0
3314,L40657,L,299.6827179479138,308.4202673429051,1552.657643846422,47.94266403444796,202,1,1,0,0,0,0
3315,L96743,L,298.4554938582336,307.1329559266164,1388.273630101246,65.18158955015521,52,1,0,0,1,0,0
3316,M58951,M,299.21764367272857,308.40670286738384,1553.1150820308553,28.178491798655333,211,0,1,0,0,0,0
3317,L18752,L,298.9526289346462,308.9547544768041,1512.6874740796704,21.37239840601303,122,1,0,0,1,0,0
3318,L23440,L,301.46334465324185,311.93072422296865,1316.9743789587335,45.8911754358612,67,0,0,0,0,0,0
3319,H54864,H,300.6935651091884,310.36450510924425,1655.8272989734662,49.86712637023462,30,0,0,0,0,0,0
3320,M59691,M,301.3935157254286,311.7785149146681,1465.4388584083008,27.24305615045656,40,0,0,0,0,0,0
3321,M82035,M,297.6793262877997,307.2422598011061,1648.1217696024385,27.252711807019537,237,1,1,0,0,0,0
3322,L96675,L,302.86349896848213,314.08741917009905,1493.2338549898016,43.443662870102905,126,0,0,0,0,0,0
3323,M90303,M,299.14603925698646,311.6978793515588,1598.2326063298738,57.14482819100292,94,1,0,0,1,0,0
3324,M32343,M,297.7999667158507,307.40735398376626,1414.0474888259719,31.233912499100324,32,0,0,0,0,0,0
3325,M29673,M,299.12156447035636,309.60149728115533,1521.4434954328483,40.87066795345739,237,0,1,0,0,0,0
3326,M69954,M,304.967531985175,315.36594280932513,1514.3941993127678,21.008552732518275,57,1,0,0,1,0,0
3327,H64698,H,299.2245662670169,309.3632616932768,1467.6398972607367,38.01414458930268,141,0,0,0,0,0,0
3328,M36520,M,299.3498070570582,310.0030580023995,1413.0777186085334,38.863522506819464,222,1,1,0,0,0,0
3329,L25784,L,299.61579063874063,310.0946118277205,1193.3199269160568,54.67540445404174,17,0,0,0,0,0,0
3330,M48079,M,299.7027592331371,309.23170566275223,1415.4240591506414,32.933222062610234,26,0,0,0,0,0,0
3331,M54220,M,298.4370478683975,309.7535936410202,1570.0509113575733,46.864103938255255,216,1,1,0,0,0,0
3332,M30491,M,300.28642616641224,310.48809241389904,1360.4770451109837,32.2823810081888,22,0,0,0,0,0,0
3333,L58720,L,302.15118981639665,311.7663893965663,1381.1866360171382,40.90332261171162,63,0,0,0,0,0,0
3334,L24718,L,300.6285786309574,313.0717811548048,1356.5137191635295,60.773211873650574,53,0,0,0,0,0,0
3335,H45597,H,297.77766940220005,307.66145602504446,1520.8888116310557,57.93101429321642,130,1,0,0,1,0,0
3336,M71217,M,299.3113081901326,309.56625203155636,1410.6593414906743,59.605679382237305,80,0,0,0,0,0,0
3337,H36832,H,298.89694519979673,309.0723855443771,1622.0342977200137,43.97572207961397,56,0,0,0,0,0,0
3338,M64818,M,300.1058789364696,309.97598432551837,1573.4619707119275,37.897375364111305,45,0,0,0,0,0,0
3339,M22864,M,302.66090334312463,313.1095680481686,1520.0124063950964,42.84925681627364,98,0,0,0,0,0,0
3340,M98378,M,299.70223440795826,308.85723449886666,1530.3949666575854,44.66048272506196,140,0,0,0,0,0,0
3341,H18177,H,299.8236902622592,310.4202336487823,1423.7051927350299,43.893147230893156,70,0,0,0,0,0,0
3342,M56115,M,303.55528963763885,311.7969356092464,1423.7307374005256,32.88613459045935,73,0,0,0,0,0,0
3343,M66210,M,301.75241198334334,310.4543422320862,1571.1026546582013,32.48440217097111,195,0,0,0,0,0,0
3344,L61954,L,301.14816256421307,312.9738871113816,1591.339202363704,34.037420848630546,102,0,0,0,0,0,0
3345,L21844,L,303.91626323060353,312.66008320388175,1570.2262371913546,50.70315426986568,16,0,0,0,0,0,0
3346,M84130,M,300.979622509588,309.0196636575512,1452.9417343576602,51.790371266471325,77,0,0,0,0,0,0
3347,L23418,L,296.02694571604496,304.7955295469788,1460.8677922479717,71.83433918275163,85,1,0,0,1,0,0
3348,L44854,L,301.6653315157607,313.40538878495744,1406.824321819497,44.25645771599148,51,0,0,0,0,0,0
3349,L98644,L,296.8159830857627,305.02412134548996,1576.8253837257885,32.11570873265105,42,0,0,0,0,0,0
3350,L85955,L,300.90401073716487,309.9481965545733,1303.85444379597,35.211099195080486,61,0,0,0,0,0,0
3351,L98075,L,296.5725128517415,305.1143203674245,1279.5763695142964,38.42497829742984,34,1,0,1,0,0,0
3352,L53950,L,299.06628917920017,308.79215998211015,1299.5140627549156,55.06248622959621,53,0,0,0,0,0,0
3353,H75227,H,299.2724309407803,308.83641004259954,1285.731071730567,47.32938817798593,170,0,0,0,0,0,0
3354,M22835,M,298.4597617855365,307.97900527880944,1635.7140901498146,26.53191393335799,214,0,1,0,0,0,0
3355,L27533,L,299.3022960056176,311.15842980502276,1578.6805363570274,39.4315642118454,123,0,0,0,0,0,0
3356,L97858,L,302.0651234407211,310.86604812308354,1380.1403398316945,25.285234680547905,193,0,0,0,0,0,0
3357,M20223,M,298.5720941756809,308.4699063959638,1489.4067093312553,45.92477946954892,140,0,0,0,0,0,0
3358,L20273,L,301.0902817590211,311.4288830053418,1646.5790373848365,32.93192205536198,97,0,0,0,0,0,0
3359,H43519,H,298.0687007207854,307.08849145871324,1550.0198620912424,33.8876591780128,104,0,0,0,0,0,0
3360,M34160,M,299.6210008472157,310.1075908284623,1711.4376267970806,21.212686786742818,180,0,0,0,0,0,0
3361,M84385,M,300.6476785326549,310.24786803810156,1488.5733865907182,47.568184050789576,193,0,0,0,0,0,0
3362,L58988,L,298.0069431667629,308.38125223295276,1434.4841053627435,52.08666715382928,60,0,0,0,0,0,0
3363,M20348,M,297.3765591341786,307.26855988265294,1391.8890833312887,33.07057737511996,142,0,0,0,0,0,0
3364,L93460,L,300.98375630115777,308.93322507559145,1502.3644655799444,38.37985044127008,59,0,0,0,0,0,0
3365,H77519,H,302.2461607986813,313.552259511447,1593.6064391586967,35.20693071463705,221,0,1,0,0,0,0
3366,M24629,M,299.8418699610253,311.91232827637936,1509.912503326929,37.81740113590164,11,0,0,0,0,0,0
3367,L59056,L,299.0853741868866,308.9086200049518,1464.1805000356985,31.803446167840804,178,0,0,0,0,0,0
3368,L21273,L,300.31135077537675,309.41339872351017,1625.6520435317213,28.997487000230148,190,0,0,0,0,0,0
3369,L50416,L,300.11095983753074,311.61697255870644,1552.8892096133004,53.68619712525166,82,0,0,0,0,0,0
3370,M17894,M,300.4858050814225,312.37618798428997,1488.6563503380091,13.602845000415769,208,1,1,0,1,0,0
3371,L56073,L,294.9435097993726,304.7747143877826,1423.3408726554912,45.041142690147964,217,0,1,0,0,0,0
3372,M55693,M,297.8617914176681,307.64311080244755,1474.5557208468206,42.83332224633948,107,0,0,0,0,0,0
3373,L61466,L,298.3095397891263,308.22962869145476,1547.2747222756905,56.539189406905976,52,1,0,0,1,0,0
3374,M34343,M,300.3017352570231,308.62718636777777,1421.965112388491,37.63614130481625,175,0,0,0,0,0,0
3375,H53095,H,300.3717557672445,310.0806298885513,1376.6347061232507,36.286970913397774,71,0,0,0,0,0,0
3376,M41174,M,301.27236097736807,312.9873028649173,1451.9848743398318,31.915389129333384,116,0,0,0,0,0,0
3377,M60801,M,300.51516349842086,310.3464748376503,1495.0790307922261,43.55563689173433,107,0,0,0,0,0,0
3378,L82436,L,297.39852985922533,306.35849533135314,1636.3290165165777,32.91768440704481,81,0,0,0,0,0,0
3379,L79336,L,302.89400923517013,313.3906948544746,1383.9962630137481,28.712145730604597,19,0,0,0,0,0,0
3380,M52926,M,302.5438366068447,311.8766378083506,1522.674809693285,32.629160902249424,233,1,1,0,0,0,0
3381,L82590,L,297.4836054199462,307.41715329627823,1472.2428526692768,30.531868343658246,190,0,0,0,0,0,0
3382,L48827,L,300.6654105887484,309.3965618082011,1477.2059214077271,29.940433074322527,179,0,0,0,0,0,0
3383,L54775,L,298.809151229514,307.77252706832724,1653.9366302884257,40.85308864641938,143,0,0,0,0,0,0
3384,L51201,L,300.2777279784011,311.01538723326473,1508.1212137325367,38.05463404387789,139,0,0,0,0,0,0
3385,L39373,L,302.1066205592837,312.2224873386848,1408.6445088284222,45.495926935056346,203,1,1,0,0,0,0
3386,H37525,H,304.2602085326419,313.4841511457991,1588.8746721545606,41.472298763813605,138,0,0,0,0,0,0
3387,L82651,L,301.5025554102852,311.6220905405901,1581.5240683306863,27.972782842226458,4,0,0,0,0,0,0
3388,M40486,M,300.58986947022026,309.982722761493,1399.8828888078388,18.774492278190973,115,1,0,0,1,0,0
3389,L88604,L,299.3203576633834,308.5365974940132,1380.7063270312956,29.4384153213821,87,0,0,0,0,0,0
3390,M28640,M,300.3642697420224,311.5283041392707,1541.0519724707071,47.63766464006733,132,0,0,0,0,0,0
3391,L71455,L,302.71954378665663,313.5024213398454,1496.7031081258378,47.411098759063705,232,1,1,0,0,0,0
3392,H46136,H,299.91058248648085,309.88930963684976,1452.9417295291073,49.84677519520216,80,0,0,0,0,0,0
